drug_id,drug_N,file_name,imgfile,item_seq,json_file,back_color,camera_la,camera_lo,change_date,chart,color_class1,color_class2,di_class_no,di_company_mf,di_company_mf_en,di_edi_code,di_etc_otc_code,di_item_permit_date,dl_company,dl_company_en,dl_custom_shape,dl_idx,dl_mapping_code,dl_material,dl_material_en,dl_name,dl_name_en,drug_S,drug_dir,drug_shape,form_code_name,height,id,img_key,img_regist_ts,leng_long,leng_short,light_color,line_back,line_front,mark_code_back,mark_code_back_anal,mark_code_back_img,mark_code_front,mark_code_front_anal,mark_code_front_img,print_back,print_front,size,thick,width
K-014300,K-014300,K-014300_0_1_0_1_70_120_200.png,K-014300_0_1_0_1_70_120_200.png,200400561,TL_41_단일_unzipped/K-014300_json/K-014300_0_1_0_1_70_120_200.json,파랑색 배경,70,120,20200702.0,"미황색 분말이 들어있는 상부 암보라색, 하부 흰색의 경질캡슐제",보라,하양,"[06180]주로 그람양성, 음성균에 작용하는 것",일동제약(주),Ildong Pharmaceutical,"643100550,A04851901",전문의약품,20040721,(주)바이넥스,Binex,경질캡슐제,14299,K-014300,세파클러수화물,Cefaclor,바이넥스세파클러캡슐,Cefaclor Cap. Binex,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/154123315326100022.jpg,20050315.0,17.6,6.07,주광색,,,,,,,Binex,http://connectdi.com/design/img/drug/147938644048800089.jpg,,마크 CFC,200,6.35,976
K-014364,K-014364,K-014364_0_2_1_1_90_320_200.png,K-014364_0_2_1_1_90_320_200.png,200400728,TL_41_단일_unzipped/K-014364_json/K-014364_0_2_1_1_90_320_200.json,연회색 배경,90,320,20211002.0,황색의 원형 필름코팅정제,노랑,,[02140]혈압강하제,,,"654001530,A05607611",전문의약품,20041224,아주약품(주),Aju Pharm,"정제, 저작정",14363,K-014364,비소프롤롤푸마르산염|히드로클로로티아지드,Bisoprolol Fumarate| Hydrochlorothiazide,코비스정 2.5/6.25mg,Cobis Tab. 2.5/6.25mg,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1NX0PYltLZv.jpg,20050825.0,8.2,8.2,주광색,,,,,,,,,,AJUCIT,200,4.4,976
K-014442,K-014442,K-014442_0_2_0_1_90_240_200.png,K-014442_0_2_0_1_90_240_200.png,200400951,TL_41_단일_unzipped/K-014442_json/K-014442_0_2_0_1_90_240_200.json,연회색 배경,90,240,20170411.0,"백색 내지 미백색의 분말 또는 과립이 충전된 상부 초록색, 하부 미황색의 경질캅셀제",초록,노랑,[02220]진해거담제,,,"645202230,A07104551",일반의약품,20040823,에이프로젠제약(주),Aprogen Pharmaceuticals,경질캡슐제,14441,K-014442,에르도스테인,Erdosteine,엘도스타캡슐(에르도스테인),Eldostar Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147759738064000060.jpg,20070522.0,19.0,6.75,주광색,,,,,,,,,,SNP ERD,200,6.75,976
K-014403,K-014403,K-014403_0_2_1_0_70_040_200.png,K-014403_0_2_1_0_70_040_200.png,200400830,TL_41_단일_unzipped/K-014403_json/K-014403_0_2_1_0_70_040_200.json,연회색 배경,70,40,20150914.0,"흰색∼유백색의 결정성 분말이 들어있는 상부 초록색, 하부 노란색의 경질캡슐제",초록,노랑,[02220]진해거담제,,,"656001310,A06601931",일반의약품,20040407,알리코제약(주),Arlico,경질캡슐제,14402,K-014403,에르도스테인,Erdosteine,엘도신캡슐(에르도스테인),Eldocin Cap.,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147759742474000010.jpg,20050629.0,18.9,6.6,전구색,,,,,,,,,,KAP EDC,200,6.6,976
K-014276,K-014276,K-014276_0_0_1_0_70_140_200.png,K-014276_0_0_1_0_70_140_200.png,200400509,TL_41_단일_unzipped/K-014276_json/K-014276_0_0_1_0_70_140_200.json,검은색 배경,70,140,20190904.0,"흰색 또는 미황색의 분말이 들어있는 상부 미황색, 하부 백색의 경질캡슐",노랑,하양,[02140]혈압강하제,,,"642101130,A04506691",전문의약품,20041201,(주)유한양행,Yuhan,경질캡슐제,14275,K-014276,암로디핀말레산염,Amlodipine Maleate,암로핀캡슐 2.5mg,Amlopin Cap. 2.5mg,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151369821142900078.jpg,20051108.0,14.2,5.05,전구색,,,,,,,,,,YH AM2.5,200,5.32,976
K-014623,K-014623,K-014623_0_0_1_0_70_240_200.png,K-014623_0_0_1_0_70_240_200.png,200401326,TL_41_단일_unzipped/K-014623_json/K-014623_0_0_1_0_70_240_200.json,검은색 배경,70,240,20210204.0,"백색-미황색의 펠렛을 함유한 상의 살구색, 하의 백색의 캡슐제",주황,하양,[02590]기타의 비뇨생식기관 및 항문용약,국제약품(주),Kukje Pharm,"657200760,A09704021",전문의약품,20040920,환인제약(주),Whan In Pharm,서방캡슐제,14622,K-014623,탐스로신염산염,Tamsulosin Hydrochloride,탐스핀캡슐,Tamspin Cap.,정상알약,뒷면,장방형,"서방성캡슐제, 펠렛",1280,1,http://connectdi.com/design/img/drug/147428133774300142.jpg,20050704.0,15.7,5.83,전구색,,,,,,,왕관,http://connectdi.com/design/img/drug/147938640332900058.jpg,,마크 T02,200,5.57,976
K-003709,K-003709,K-003709_0_0_0_2_75_120_200.png,K-003709_0_0_0_2_75_120_200.png,199200884,TL_26_단일_unzipped/K-003709_json/K-003709_0_0_0_2_75_120_200.json,검은색 배경,75,120,20180119.0,연한황색의 양면에 홈이 파인 장방형 정제.,노랑,,[02140]혈압강하제,,,"652101420,A07403691",전문의약품,19921125,(주)한독,Handok,"정제, 저작정",3708,K-003709,히드록시프로필메틸셀룰로오스로제피한라미프릴과립,Ramipril,트리테이스정 2.5mg,Tritace Tab. 2.5mg,정상알약,앞면,장방형,나정,1280,1,http://connectdi.com/design/img/drug/154601164159700029.jpg,20041222.0,8.0,4.0,주백색,-,-,,"V,Λ,ⓥ",http://connectdi.com/design/img/drug/147938640332900076.jpg,,,,2.5분할선마크,2.5분할선HMR,200,3.0,976
K-003884,K-003884,K-003884_0_2_0_1_90_120_200.png,K-003884_0_2_0_1_90_120_200.png,199202281,TL_26_단일_unzipped/K-003884_json/K-003884_0_2_0_1_90_120_200.json,연회색 배경,90,120,20080213.0,"상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다.",초록,초록,[02150]혈관보강제,,,"644601000,A24650971",일반의약품,19921006,조아제약(주),Cho-A Pharm,경질캡슐제,3883,K-003884,디오스민,Diosmin,조아디오스민캡슐,Diosmin Cap. Cho-A,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/1NWXhq8Y5Uv.jpg,20050620.0,20.7,7.2,주광색,,,,,,,,,,CHO-A DIO,200,7.4,976
K-003398,K-003398,K-003398_0_1_0_2_75_060_200.png,K-003398_0_1_0_2_75_060_200.png,199101450,TL_26_단일_unzipped/K-003398_json/K-003398_0_1_0_2_75_060_200.json,파랑색 배경,75,60,20200226.0,흰색의 원형정제,하양,,[01220]골격근이완제,,,"644304580,A12903071",전문의약품,19911028,한국유나이티드제약(주),Korea United Pharm,"정제, 저작정",3397,K-003398,바클로펜,Baclofen,프렉스정 5mg,Prex Tab. 5mg,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NOwp2F6Qzz.jpg,20081027.0,7.0,7.0,주백색,-,,,,,,,,B분할선F,UT,200,3.0,976
K-004046,K-004046,K-004046_0_0_0_0_75_040_200.png,K-004046_0_0_0_0_75_040_200.png,199300288,TL_26_단일_unzipped/K-004046_json/K-004046_0_0_0_0_75_040_200.json,검은색 배경,75,40,20190426.0,미황색의 유상 내용물이 들어 있는 유백색의 타원형 연질캡슐,하양,,[03110]비타민 A 및 D제,,,"644500390,A02003341",전문의약품,19930114,(주)유유제약,Yuyu Pharma,연질캡슐제,4045,K-004046,칼시트리올,Calcitriol　,본키연질캡슐(칼시트리올)(수출용),Bonky Soft Cap.,정상알약,앞면,타원형,"연질캡슐제, 액상",1280,1,http://connectdi.com/design/img/drug/147427321369300146.jpg,20050125.0,10.7,6.7,전구색,,,,,,,,,,BKC,200,6.7,976
K-003710,K-003710,K-003710_0_2_1_0_90_220_200.png,K-003710_0_2_1_0_90_220_200.png,199200885,TL_26_단일_unzipped/K-003710_json/K-003710_0_2_1_0_90_220_200.json,연회색 배경,90,220,20191231.0,카라멜향을 가진 암적색의 장방형 제피정.,빨강,,[01140]해열.진통.소염제,,,"652101610,A07403661",전문의약품,19921013,(주)한독,Handok,"정제, 저작정",3709,K-003710,나부메톤,Nabumetone,한독렐라펜정,Relafen Tab. Handok,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427437692500142.jpg,20041222.0,15.5,8.5,전구색,,,,,,,,,500,RLF,200,5.6,976
K-003397,K-003397,K-003397_0_2_1_2_60_040_200.png,K-003397_0_2_1_2_60_040_200.png,199101449,TL_26_단일_unzipped/K-003397_json/K-003397_0_2_1_2_60_040_200.json,연회색 배경,60,40,20200214.0,미황색 내지 연한 연두색의 원형정제,연두,,[01220]골격근이완제,,,"644304560,A12903061",전문의약품,19911028,한국유나이티드제약(주),Korea United Pharm,"정제, 저작정",3396,K-003397,바클로펜,Baclofen,프렉스정 10mg,Prex Tab. 10mg,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/154599013847700007.jpg,20060315.0,7.0,7.0,주백색,,,,"L,7",http://connectdi.com/design/img/drug/147938647484100183.jpg,,"L,7",http://connectdi.com/design/img/drug/147938647484100183.jpg,마크,마크,200,3.3,976
K-004003,K-004003,K-004003_0_0_0_0_90_100_200.png,K-004003_0_0_0_0_90_100_200.png,199300097,TL_26_단일_unzipped/K-004003_json/K-004003_0_0_0_0_90_100_200.json,검은색 배경,90,100,20091107.0,백색의 원형 필름코팅정제,하양,,[02140]혈압강하제,,,"648502230,A00304661",전문의약품,19930921,신풍제약(주),Shinpoong Pharm,"정제, 저작정",4002,K-004003,아테놀올,Atenolol,신풍아테놀올정,Atenolol Tab. Shinpoong,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147765709211200150.jpg,20060419.0,8.16,8.16,전구색,-,,,,,,,,분할선,50,200,3.66,976
K-003899,K-003899,K-003899_0_0_1_1_75_320_200.png,K-003899_0_0_1_1_75_320_200.png,199202530,TL_26_단일_unzipped/K-003899_json/K-003899_0_0_1_1_75_320_200.json,검은색 배경,75,320,20120128.0,백색 내지 황백색의 원형필름코팅정제이다.,하양,,[01140]해열.진통.소염제,,,"670701170,A33002341",전문의약품,19920317,초당약품공업(주),Chodang Pharm,"정제, 저작정",3898,K-003899,나부메톤,Nabumetone,프로닥정(나부메톤),Prodag Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427614925200153.jpg,20050713.0,13.0,13.0,주광색,,,,,,,,,CD,PR,200,5.2,976
K-003491,K-003491,K-003491_0_1_0_0_75_000_200.png,K-003491_0_1_0_0_75_000_200.png,199102138,TL_26_단일_unzipped/K-003491_json/K-003491_0_1_0_0_75_000_200.json,파랑색 배경,75,0,20210616.0,"연한 노란색의 가루가 든 상부 청색, 하부 흰색의 경질캡슐",파랑,하양,"[06180]주로 그람양성, 음성균에 작용하는 것",영진약품(주),Yungjin Pharmaceutical,"643502650,A21402001",전문의약품,19910227,한미약품(주),Hanmi Pharm,경질캡슐제,3490,K-003491,세파클러수화물,Cefaclor,크로세프캡슐250밀리그램,Clocef Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/1NkXpNVeFRU.jpg,20041126.0,17.6,5.8,전구색,,,,,,,,,,Clocef 250,200,6.2,976
K-003743,K-003743,K-003743_0_0_0_0_75_200_200.png,K-003743_0_0_0_0_75_200_200.png,199201106,TL_26_단일_unzipped/K-003743_json/K-003743_0_0_0_0_75_200_200.json,검은색 배경,75,200,20160526.0,이 약은 흰색의 원형 정제이다.,하양,,[02340]제산제,,,"641701090,A09504081",일반의약품,19920323,일양약품(주),Ilyang Pharmaceutical,"정제, 저작정",3742,K-003743,알마게이트,Almagate,알드린정,Aldrin Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147765842976900136.jpg,20050707.0,12.58,12.58,전구색,,,,,,,,,,ALT,200,5.86,976
K-003883,K-003883,K-003883_0_1_1_0_90_320_200.png,K-003883_0_1_1_0_90_320_200.png,199202273,TL_26_단일_unzipped/K-003883_json/K-003883_0_1_1_0_90_320_200.json,파랑색 배경,90,320,20200928.0,흰색～회백색의 가루가 든 상 농황색 하 농황색의 경질캡슐제,노랑,노랑,[03920]해독제,,,644600770,일반의약품,19920421,조아제약(주),Cho-A Pharm,경질캡슐제,3882,K-003883,글루타티온,Glutathione,에바치온캡슐 50mg/포,Evathion Cap.,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151577167067000087.jpg,20060816.0,19.1,6.63,전구색,,,,,,,,,,CHO-A EVA,200,6.91,976
K-003496,K-003496,K-003496_0_2_0_1_75_080_200.png,K-003496_0_2_0_1_75_080_200.png,199102270,TL_26_단일_unzipped/K-003496_json/K-003496_0_2_0_1_75_080_200.json,연회색 배경,75,80,20200930.0,백색의 원형 정제,하양,,[02390]기타의 소화기관용약,,,"621801760,683600320,A22400321",일반의약품,19910422,(주)한국파비스제약,Pharvis Korea,"정제, 저작정",3495,K-003496,트리메부틴말레산염,Trimebutine,말릭스정(말레인산트리메부틴),Malrix Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1N8nQbYPpro.jpg,20051207.0,8.5,8.5,주광색,,-,,,,,,,,PK분할선C,200,3.1,976
K-003633,K-003633,K-003633_0_0_1_2_75_160_200.png,K-003633_0_0_1_2_75_160_200.png,199200354,TL_26_단일_unzipped/K-003633_json/K-003633_0_0_1_2_75_160_200.json,검은색 배경,75,160,20200423.0,장방형의 장용피를 한 연녹색의 필름코팅정,연두,,[02330]건위소화제,한국신텍스제약(주),Syntex Korea,645203960,일반의약품,19920731,에이프로젠제약(주),Aprogen Pharmaceuticals,"정제, 저작정",3632,K-003633,판크레아틴|셀룰라제|우담즙건조엑스|디메티콘,Cellulase| Dimethicone| Ox Bile Ext.| Pancreatin,스피자임정 25mg/PTP,Speedzyme Tab.,정상알약,뒷면,장방형,장용성필름코팅정,1280,1,http://connectdi.com/design/img/drug/1NCPBl3FiPF.jpg,20200629.0,14.4,8.4,주백색,,,,,,,,,,ΛPG,200,5.3,976
K-003476,K-003476,K-003476_0_2_1_0_90_040_200.png,K-003476_0_2_1_0_90_040_200.png,199101970,TL_26_단일_unzipped/K-003476_json/K-003476_0_2_1_0_90_040_200.json,연회색 배경,90,40,20120128.0,주황색의 원형 필름코팅정,주황,,[01140]해열.진통.소염제,,,"664101380,A17200611",일반의약품,19910227,동인당제약(주),Dongin-Dang,"정제, 저작정",3475,K-003476,클로닉신리시네이트,Clonixin Lysinate,크레닉정 125mg,Clenic Tab. 125mg,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147765863312600174.jpg,20050908.0,8.08,8.08,전구색,,,,,,,,,125,DID,200,4.18,976
K-003480,K-003480,K-003480_0_2_1_0_90_200_200.png,K-003480_0_2_1_0_90_200_200.png,199101995,TL_26_단일_unzipped/K-003480_json/K-003480_0_2_1_0_90_200_200.json,연회색 배경,90,200,20180802.0,분홍색의 원형 정제(내수용)연한 청색의 원형 정제(수출용),분홍,,[06290]기타의 화학요법제,,,"648101530,A17602041",전문의약품,19910829,경동제약(주),Kyungdong Pharm,"정제, 저작정",3479,K-003480,아시클로버,Acyclovir,에크로바정 400mg,Aclova Tab. 400mg,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/149085632714400008.jpg,20170320.0,10.64,10.64,전구색,-,,,,,,KD,http://connectdi.com/design/img/drug/147938640332900016.jpg,AVA분할선400,마크,200,4.41,976
K-003728,K-003728,K-003728_0_1_1_2_90_320_200.png,K-003728_0_1_1_2_90_320_200.png,199201048,TL_26_단일_unzipped/K-003728_json/K-003728_0_1_1_2_90_320_200.json,파랑색 배경,90,320,20171215.0,흰색의 결정성 분말이 든 상·하부 미황색의 경질캡슐,노랑,노랑,[02220]진해거담제,,,"651901380,A09201991",일반의약품,19920104,명인제약(주),Myung In Pharm,경질캡슐제,3727,K-003728,아세틸시스테인,Acetylcysteine,스파탐캡슐 200mg,Spatam Cap. 200mg,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/150955087400400063.jpg,20041126.0,19.1,6.63,주백색,,,,,,,,,,SP200 MIP,200,6.91,976
K-003700,K-003700,K-003700_0_2_0_0_75_180_200.png,K-003700_0_2_0_0_75_180_200.png,199200792,TL_26_단일_unzipped/K-003700_json/K-003700_0_2_0_0_75_180_200.json,연회색 배경,75,180,20200130.0,"백색 또는 황백색의 결정성 분말이 충진된 상의 주홍색, 하의 미황색의 경질캡슐제",빨강,노랑,"[06180]주로 그람양성, 음성균에 작용하는 것",(주)경보제약,Kyongbo Pharm,"643200530,A06702891",전문의약품,19921026,동성제약(주),Dongsung Bio Pharm,경질캡슐제,3699,K-003700,세파클러수화물,Cefaclor,세클렉스캡슐 250mg,Ceclex Cap. 250mg,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151317968049000059.jpg,20041126.0,17.6,6.07,전구색,,,,,,,,,,CECLEX CECLEX250mg  250mg,200,6.35,976
K-003909,K-003909,K-003909_0_1_0_1_75_160_200.png,K-003909_0_1_0_1_75_160_200.png,199202572,TL_26_단일_unzipped/K-003909_json/K-003909_0_1_0_1_75_160_200.json,파랑색 배경,75,160,20121010.0,"미황색의 분말이 든 상부 적갈색, 하부 백색의 경질캅셀제",빨강,하양,"[06180]주로 그람양성, 음성균에 작용하는 것",화일약품(주),Hwail,"648200650,A34002301",전문의약품,19921030,(주)유영제약,Yooyoung Pharm,경질캡슐제,3908,K-003909,세파클러수화물,Cefaclor,세클린캡슐,Ceclin Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/1N34MmQGH9c.jpg,20041217.0,17.6,6.07,주광색,,,,,,,YY,http://connectdi.com/design/img/drug/147938640332900103.jpg,,마크 CCL,200,6.35,976
K-003646,K-003646,K-003646_0_2_0_1_70_220_200.png,K-003646_0_2_0_1_70_220_200.png,199200475,TL_26_단일_unzipped/K-003646_json/K-003646_0_2_0_1_70_220_200.json,연회색 배경,70,220,20160930.0,"흰색의 내용물이 든 (상, 하) 황색의 경질캡슐제",노랑,노랑,[02220]진해거담제,,,"693900030,A03650521",일반의약품,19921124,(주)셀트리온제약,Celltrion Pharm,경질캡슐제,3645,K-003646,아세틸시스테인,Acetylcysteine,누코미트캡슐 200mg,Nucomyt Cap. 200mg,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147427361804700020.jpg,20050509.0,18.98,6.44,주광색,,,,,,,,,,NUC 200,200,6.58,976
K-003986,K-003986,K-003986_0_2_0_2_90_200_200.png,K-003986_0_2_0_2_90_200_200.png,199203487,TL_26_단일_unzipped/K-003986_json/K-003986_0_2_0_2_90_200_200.json,연회색 배경,90,200,20190330.0,황색의 내용물이 든 주황색의 타원형 연질 캡슐제,주황,,[02310]치과구강용약,,,"670300120,A04703551",일반의약품,19921016,코오롱제약(주),Kolon Pharm,연질캡슐제,3985,K-003986,옥수수불검화정량추출물,Titrated Ext. of the Unsaponifiable Fraction of Zea mays,덴타돌연질캡슐(옥수수불검화정량추출물),Dentadol Soft Cap.,정상알약,앞면,타원형,"연질캡슐제, 현탁상",1280,1,http://connectdi.com/design/img/drug/147427391877200065.jpg,20041126.0,13.2,8.3,주백색,,,,,,,,,,DT,200,8.3,976
K-004026,K-004026,K-004026_0_0_0_0_90_300_200.png,K-004026_0_0_0_0_90_300_200.png,199300208,TL_26_단일_unzipped/K-004026_json/K-004026_0_0_0_0_90_300_200.json,검은색 배경,90,300,20200313.0,미황색의 타원형 정제,노랑,,[01140]해열.진통.소염제,,,"643300110,A01205941",전문의약품,19930726,(주)종근당,Chong Kun Dang Pharmaceutical,"정제, 저작정",4025,K-004026,나프록센,Naproxen,낙센에프정,Naxen-F Tab.,정상알약,앞면,장방형,나정,1280,1,http://connectdi.com/design/img/drug/1Mxwka5v0ur.jpg,20080201.0,15.31,8.06,전구색,-,,,,,,,,분할선,NAXEN-F500,200,5.75,976
K-003499,K-003499,K-003499_0_2_0_0_90_160_200.png,K-003499_0_2_0_0_90_160_200.png,199102275,TL_26_단일_unzipped/K-003499_json/K-003499_0_2_0_0_90_160_200.json,연회색 배경,90,160,20200721.0,연청색의 타원형 정제,파랑,,[01120]최면진정제,,,"621801780,683601660,A22400461",일반의약품,19910509,(주)한국파비스제약,Pharvis Korea,"정제, 저작정",3498,K-003499,호박산독실아민,Doxylamine Succinate,포린피아정,Forinpia Tab.,정상알약,앞면,타원형,나정,1280,1,http://connectdi.com/design/img/drug/147427582177600009.jpg,20051207.0,12.27,6.91,전구색,,-,,,,,,,,P분할선K,200,3.54,976
K-003414,K-003414,K-003414_0_2_0_0_75_140_200.png,K-003414_0_2_0_0_75_140_200.png,199101531,TL_26_단일_unzipped/K-003414_json/K-003414_0_2_0_0_75_140_200.json,연회색 배경,75,140,20180921.0,흰색 원형의 필름코팅정 ,하양,,[02140]혈압강하제,,,"642201030,A13102141",전문의약품,19910607,부광약품(주),Bukwang Pharm,"정제, 저작정",3413,K-003414,베탁솔롤염산염,Betaxolol Hydrochloride,부광켈론정 10mg,Kerlone Tab. 10mg Bukwang,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1NXA-1cMBb0.jpg,20041222.0,7.1,7.1,전구색,,,,,,,,,10,KE,200,3.1,976
K-003647,K-003647,K-003647_0_0_0_1_75_320_200.png,K-003647_0_0_0_1_75_320_200.png,199200476,TL_26_단일_unzipped/K-003647_json/K-003647_0_0_0_1_75_320_200.json,검은색 배경,75,320,20130612.0,백색의 원형 필름코팅정제,하양,,[01230]자율신경제,(주)유영제약,Yooyoung Pharm,"693900280,A03650731",전문의약품,19920327,(주)셀트리온제약,Celltrion Pharm,"정제, 저작정",3646,K-003647,옥틸로늄브롬화물,Octylonium Bromide,유가인정,Eugain Tab.,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427361804700012.jpg,20140127.0,7.0,7.0,주광색,,,,,,,,,059,CLP,200,3.2,976
K-003747,K-003747,K-003747_0_1_1_0_90_120_200.png,K-003747_0_1_1_0_90_120_200.png,199201155,TL_26_단일_unzipped/K-003747_json/K-003747_0_1_1_0_90_120_200.json,파랑색 배경,90,120,20200121.0,"미황색 분말이 든 상부 보라색, 하부 흰색의 경질캡슐제",남색,하양,"[06180]주로 그람양성, 음성균에 작용하는 것",화일약품(주),Hwail,"646000740,A10002281",전문의약품,19920925,(주)메디카코리아,Medica Korea,경질캡슐제,3746,K-003747,세파클러수화물,Cefaclor,메디카세파클러캡슐 250mg,Cefaclor Cap. 250mg Medica,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/1N3ivmErs_e.jpg,20050222.0,17.6,6.07,전구색,,,,,,,,,,MK CC,200,6.35,976
K-003970,K-003970,K-003970_0_2_0_0_90_140_200.png,K-003970_0_2_0_0_90_140_200.png,199203393,TL_26_단일_unzipped/K-003970_json/K-003970_0_2_0_0_90_140_200.json,연회색 배경,90,140,20200227.0,"흰색 또는 미황색 가루로 충진된 상부-암녹색, 하부-담청색의 경질 캡슐제",초록,파랑,[01190]기타의 중추신경용약,Delpharm Milano S.r.l,,"645000170,E01840021",전문의약품,19921119,(주)한국로슈,Roche Korea,서방캡슐제,3969,K-003970,레보도파|염산벤세라짓,Benserazide Hydrochloride| Levodopa,마도파에취비에스캅셀125,Madopar-HBS Cap. 125,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151317988895100109.jpg,20041126.0,19.1,6.63,전구색,,,,,,,,,,ROCHE ROCHE,200,6.91,976
K-003707,K-003707,K-003707_0_1_0_0_75_100_200.png,K-003707_0_1_0_0_75_100_200.png,199200876,TL_26_단일_unzipped/K-003707_json/K-003707_0_1_0_0_75_100_200.json,파랑색 배경,75,100,20180809.0,"미황색 분말이 들어있는 상부는 자색, 하부는 흰색의 경질캡슐제",보라,하양,"[06180]주로 그람양성, 음성균에 작용하는 것",일동제약(주),Ildong Pharmaceutical,"652600190,A07206671",전문의약품,19920123,알보젠코리아(주),Alvogen Korea,경질캡슐제,3706,K-003707,세파클러수화물,Cefaclor,알보젠세파클러수화물캡슐 250mg,Cefaclor Cap. 250mg Kunwha,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/1Muwq7fAu2K.jpg,20050112.0,17.3,6.1,전구색,,,,,,,,,,KW CFC,200,6.1,976
K-003490,K-003490,K-003490_0_0_1_1_90_340_200.png,K-003490_0_0_1_1_90_340_200.png,199102137,TL_26_단일_unzipped/K-003490_json/K-003490_0_0_1_1_90_340_200.json,검은색 배경,90,340,20210226.0,흰색 또는 연한 노란색의 원형 필름코팅정제,하양,,[06290]기타의 화학요법제,,,"643501960,A21402121",전문의약품,19911210,한미약품(주),Hanmi Pharm,"정제, 저작정",3489,K-003490,오플록사신,Ofloxacin,오로신정 100mg,Orocin Tab. 100mg,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1Mv12iojCaT.jpg,20041222.0,8.09,8.09,주광색,,,,,,,,,100,HM,200,4.21,976
K-003718,K-003718,K-003718_0_2_1_2_75_320_200.png,K-003718_0_2_1_2_75_320_200.png,199200936,TL_26_단일_unzipped/K-003718_json/K-003718_0_2_1_2_75_320_200.json,연회색 배경,75,320,20181122.0,흰색-엷은 황백색 분말이 든 상하 청색의 캡슐제,파랑,파랑,"[06180]주로 그람양성, 음성균에 작용하는 것",화일약품(주),Hwail,"651200820,A08402051",전문의약품,19920224,삼천당제약(주),Scd Pharm,경질캡슐제,3717,K-003718,세프라딘수화물,Cephradine Hydrate,삼천당세프라딘캡슐,Cefradine Cap. SCD,정상알약,뒷면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/147427444349700144.jpg,20050309.0,21.4,7.3,주백색,,,,,,,,,,SCD CP,200,7.6,976
K-003704,K-003704,K-003704_0_0_0_0_75_080_200.png,K-003704_0_0_0_0_75_080_200.png,199200869,TL_26_단일_unzipped/K-003704_json/K-003704_0_0_0_0_75_080_200.json,검은색 배경,75,80,20200427.0,"상,하 흰색의 경질 캡슐에 흰색 또는 회백색의 구형과립이 들어있는 서방성 캡슐",하양,하양,[02170]혈관확장제,,,"652600590,A07206841",전문의약품,19920716,알보젠코리아(주),Alvogen Korea,서방캡슐제,3703,K-003704,딜티아젬아시딕폴리머콤플렉스,Diltiazem Hydrochloride,딜테란서방캡슐(딜티아젬아시딕폴리머콤플렉스),Diltelan SR Cap. 90mg,정상알약,앞면,장방형,"서방성캡슐제, 펠렛",1280,1,http://connectdi.com/design/img/drug/1NB2DoAuQqr.jpg,20041126.0,15.5,5.6,전구색,,,,,,,,,,DTN 90,200,5.6,976
